x,y,z,time,label
10.14889526,0.037122803,-0.143701172,6-30,1
9.855505371,0.107775879,0.658630371,6-30,1
10.22314087,0.059875488,-0.014370117,6-30,1
10.05908203,0.064665527,0.237106934,6-30,1
9.881850586,0.087418213,0.353265381,6-30,1
9.727371826,0.111368408,0.720900879,6-30,1
10.09979736,0.108973389,0.099393311,6-30,1
10.12494507,0.10298584,-0.114960938,6-30,1
9.836345215,0.05029541,0.537681885,6-30,1
10.17404297,0.053887939,0.021555176,6-30,1
9.784852295,0.112565918,0.583187256,6-30,1
9.815987549,0.087418213,0.474213867,6-30,1
10.14650024,0.045505371,0.056282959,6-30,1
10.00160156,0.120948486,0.117355957,6-30,1
9.800419922,0.044307861,0.61192749,6-30,1
9.80760498,0.065863037,0.506546631,6-30,1
10.00279907,0.108973389,-0.091010742,6-30,1
10.10338989,0.029937744,-0.083825684,6-30,1
9.883048096,0.105380859,0.699345703,6-30,1
10.0674646,0.10059082,0.197589111,6-30,1
10.04471191,0.069455566,-0.063468018,6-30,1
9.839937744,0.110170898,0.46104126,6-30,1
9.762099609,0.039517822,0.598754883,6-30,1
10.17524048,0.05149292,0.069455566,6-30,1
9.952503662,0.124541016,0.00239502,6-30,1
9.771679688,0.065863037,0.581989746,6-30,1
10.28181885,0.035925293,-0.20597168,6-30,1
9.793234863,0.075443115,0.760418701,6-30,1
9.891430664,0.122145996,0.010777588,6-30,1
9.915380859,0.111368408,0.712518311,6-30,1
10.06866211,0.083825684,-0.15088623,6-30,1
9.930948486,0.023950195,0.023950195,6-30,1
9.891430664,0.083825684,0.652642822,6-30,1
10.16805542,0.026345215,-0.140108643,6-30,1
9.817185059,0.047900391,0.667012939,6-30,1
10.1045874,0.073048096,0.107775879,6-30,1
10.1285376,0.106578369,-0.088615723,6-30,1
9.841135254,0.098195801,0.621507568,6-30,1
10.23631348,0.014370117,-0.123343506,6-30,1
10.15488281,0.075443115,0.009580078,6-30,1
9.768087158,0.092208252,0.61192749,6-30,1
9.783654785,0.043110352,0.566422119,6-30,1
10.18601807,0.111368408,0.065863037,6-30,1
10.08183472,0.10418335,0.073048096,6-30,1
10.14650024,0.035925293,-0.05269043,6-30,1
10.04830444,0.063468018,-0.016765137,6-30,1
10.04950195,0.093405762,-0.031135254,6-30,1
9.778864746,0.073048096,0.541274414,6-30,1
9.847122803,0.083825684,0.61432251,6-30,1
9.8590979,0.077838135,0.617915039,6-30,1
9.795629883,0.10178833,0.535286865,6-30,1
9.820777588,0.116158447,0.542471924,6-30,1
10.07105713,0.039517822,-0.128133545,6-30,1
10.19320313,0.075443115,0.045505371,6-30,1
10.15488281,0.046702881,0.020357666,6-30,1
10.13093262,0.067060547,-0.135318604,6-30,1
10.18242554,0.10418335,0.112565918,6-30,1
10.00758911,0.065863037,-0.10298584,6-30,1
9.729766846,0.132923584,0.628692627,6-30,1
10.22433838,0.053887939,-0.039517822,6-30,1
10.12374756,0.073048096,-0.029937744,6-30,1
9.968071289,-0.004790039,-0.095800781,6-30,1
10.22314087,0.092208252,-0.156873779,6-30,1
10.06506958,0.085023193,0.25626709,6-30,1
9.86149292,0.038320313,0.370030518,6-30,1
9.990823975,0.089813232,-0.047900391,6-30,1
10.12015503,0.079035645,-0.0490979,6-30,1
9.921368408,0.123343506,0.352067871,6-30,1
9.81239502,0.10418335,0.688568115,6-30,1
9.825567627,0.10178833,0.710123291,6-30,1
10.19080811,0.083825684,0.083825684,6-30,1
10.03632935,0.094603271,0.186811523,6-30,1
10.04830444,0.056282959,0.216749268,6-30,1
10.06027954,0.057480469,-0.10178833,6-30,1
9.995614014,0.087418213,0.244291992,6-30,1
9.843530273,0.081430664,0.71611084,6-30,1
10.2387085,0.05149292,-0.156873779,6-30,1
9.869875488,0.10298584,0.550854492,6-30,1
10.12015503,0.022752686,-0.096998291,6-30,1
10.04950195,0.055085449,0.215551758,6-30,1
10.00279907,0.080233154,-0.105380859,6-30,1
10.19919067,0.045505371,-0.130528564,6-30,1
10.08662476,0.10178833,-0.075443115,6-30,1
10.0674646,0.126936035,0.277822266,6-30,1
9.945318604,0.013172607,0.296982422,6-30,1
10.18482056,0.088615723,-0.081430664,6-30,1
9.735754395,0.069455566,0.597557373,6-30,1
9.990823975,0.05149292,-0.128133545,6-30,1
9.802814941,0.117355957,0.536484375,6-30,1
10.10698242,0.131726074,0.227526855,6-30,1
10.01956421,0.069455566,-0.047900391,6-30,1
10.07345215,-0.009580078,-0.099393311,6-30,1
10.13931519,0.146096191,0.108973389,6-30,1
9.814790039,0.063468018,0.492176514,6-30,1
10.16925293,0.058677979,0.091010742,6-30,1
10.18362305,0.076640625,-0.105380859,6-30,1
9.841135254,0.032332764,0.708925781,6-30,1
10.22074585,0.092208252,-0.112565918,6-30,1
9.924960938,0.013172607,0.317340088,6-30,1
9.8590979,0.086220703,0.604742432,6-30,1
10.14290771,0.091010742,-0.20237915,6-30,1
9.766889648,0.075443115,0.528101807,6-30,1
10.04590942,0.099393311,-0.185614014,6-30,1
9.765692139,0.087418213,0.602347412,6-30,1
9.702224121,0.088615723,0.590372314,6-30,1
10.2638562,0.034727783,0.0,6-30,1
10.08542725,0.05269043,0.132923584,6-30,1
10.09620483,0.067060547,-0.016765137,6-30,1
9.872270508,0.063468018,0.431103516,6-30,1
9.844727783,0.111368408,0.593964844,6-30,1
10.2267334,0.10178833,-0.116158447,6-30,1
9.863887939,0.096998291,0.657432861,6-30,1
10.25906616,0.046702881,-0.225131836,6-30,1
9.899813232,0.023950195,0.433498535,6-30,1
10.13452515,0.112565918,0.099393311,6-30,1
10.09620483,0.065863037,0.269439697,6-30,1
10.1045874,0.089813232,-0.009580078,6-30,1
10.21954834,0.082628174,-0.15208374,6-30,1
10.11416748,0.046702881,0.063468018,6-30,1
9.784852295,0.039517822,0.555644531,6-30,1
9.932145996,0.110170898,0.323327637,6-30,1
10.20877075,0.017962646,-0.161663818,6-30,1
9.804012451,0.093405762,0.507744141,6-30,1
10.13452515,0.067060547,0.114960938,6-30,1
10.15727783,0.075443115,-0.124541016,6-30,1
10.05429199,0.116158447,0.009580078,6-30,1
9.871072998,0.099393311,0.613125,6-30,1
10.23631348,0.034727783,-0.011975098,6-30,1
9.96088623,0.041912842,0.071850586,6-30,1
9.872270508,0.038320313,0.71491333,6-30,1
10.12614258,0.111368408,-0.047900391,6-30,1
9.86149292,0.086220703,0.650247803,6-30,1
10.03752686,0.080233154,-0.016765137,6-30,1
10.02555176,0.075443115,-0.118553467,6-30,1
10.0554895,0.112565918,-0.116158447,6-30,1
10.07105713,0.107775879,-0.070653076,6-30,1
9.745334473,0.047900391,0.649050293,6-30,1
10.18242554,0.05149292,0.046702881,6-30,1
9.853110352,0.037122803,0.632285156,6-30,1
10.04231689,0.035925293,0.232316895,6-30,1
10.12973511,0.034727783,0.15447876,6-30,1
10.09380981,0.031135254,-0.142503662,6-30,1
9.763297119,0.065863037,0.486188965,6-30,1
10.11536499,0.0490979,-0.107775879,6-30,1
10.08542725,0.033530273,-0.174836426,6-30,1
10.09979736,0.055085449,0.117355957,6-30,1
10.0554895,0.086220703,0.268242188,6-30,1
10.17524048,0.057480469,0.116158447,6-30,1
10.02076172,0.123343506,-0.138911133,6-30,1
10.13332764,0.077838135,0.026345215,6-30,1
9.81,0.073048096,0.516126709,6-30,1
9.899813232,0.111368408,0.319735107,6-30,1
9.813592529,0.111368408,0.604742432,6-30,1
10.09620483,0.10059082,-0.05149292,6-30,1
9.986033936,0.085023193,-0.099393311,6-30,1
9.805209961,0.081430664,0.431103516,6-30,1
9.774074707,0.055085449,0.549656982,6-30,1
10.24469604,0.038320313,-0.122145996,6-30,1
9.844727783,0.171243896,0.613125,6-30,1
10.14769775,0.059875488,-0.093405762,6-30,1
10.00399658,0.038320313,-0.033530273,6-30,1
9.783654785,0.022752686,0.705333252,6-30,1
10.25068359,0.095800781,-0.15088623,6-30,1
9.855505371,0.063468018,0.689765625,6-30,1
10.24589355,0.088615723,-0.186811523,6-30,1
9.857900391,0.144898682,0.579594727,6-30,1
10.09141479,0.010777588,0.183218994,6-30,1
10.15009277,0.059875488,-0.144898682,6-30,1
9.717791748,0.089813232,0.591569824,6-30,1
10.22074585,0.040715332,0.040715332,6-30,1
9.735754395,0.143701172,0.645457764,6-30,1
9.75850708,0.159268799,0.571212158,6-30,1
10.21116577,0.059875488,-0.20477417,6-30,1
9.881850586,0.128133545,0.35805542,6-30,1
10.15248779,0.017962646,-0.047900391,6-30,1
9.86029541,0.086220703,0.440683594,6-30,1
9.91298584,0.087418213,0.367635498,6-30,1
9.999206543,0.131726074,-0.073048096,6-30,1
10.10338989,0.10298584,-0.107775879,6-30,1
9.81119751,0.079035645,0.538879395,6-30,1
9.784852295,0.05029541,0.622705078,6-30,1
9.833950195,0.053887939,0.399968262,6-30,1
10.0674646,0.055085449,-0.134121094,6-30,1
9.866282959,0.117355957,0.447868652,6-30,1
9.837542725,0.069455566,0.362845459,6-30,1
9.829160156,0.065863037,0.46223877,6-30,1
10.0063916,0.065863037,0.038320313,6-30,1
10.06267456,0.068258057,0.022752686,6-30,1
9.875863037,0.099393311,0.650247803,6-30,1
10.20996826,0.082628174,-0.186811523,6-30,1
10.13692017,0.112565918,-0.005987549,6-30,1
10.00519409,0.099393311,-0.058677979,6-30,1
9.70940918,0.112565918,0.513731689,6-30,1
9.927355957,0.092208252,0.288599854,6-30,1
9.794432373,0.091010742,0.651445313,6-30,1
10.13213013,0.028740234,-0.099393311,6-30,1
10.29978149,0.067060547,-0.189206543,6-30,1
9.844727783,0.143701172,0.616717529,6-30,1
10.03992188,0.077838135,-0.05269043,6-30,1
9.865085449,0.077838135,0.425115967,6-30,1
9.771679688,0.083825684,0.609532471,6-30,1
9.884245605,0.061072998,-0.026345215,6-30,1
9.86269043,0.094603271,0.628692627,6-30,1
9.863887939,0.077838135,0.437091064,6-30,1
10.26625122,0.088615723,-0.179626465,6-30,1
9.878258057,0.079035645,0.692160645,6-30,1
10.12734009,0.077838135,-0.028740234,6-30,1
10.24230103,0.05029541,-0.129331055,6-30,1
9.831555176,0.129331055,0.635877686,6-30,1
9.869875488,0.085023193,0.700543213,6-30,1
9.920170898,0.046702881,0.376018066,6-30,1
9.936936035,0.128133545,0.070653076,6-30,1
10.09021729,0.069455566,0.182021484,6-30,1
9.871072998,0.055085449,0.637075195,6-30,1
10.18482056,0.045505371,0.041912842,6-30,1
9.831555176,0.122145996,0.658630371,6-30,1
9.872270508,0.082628174,0.365240479,6-30,1
9.70821167,0.022752686,0.652642822,6-30,1
9.823172607,0.143701172,0.548459473,6-30,1
9.770482178,0.144898682,0.479003906,6-30,1
9.994416504,0.088615723,0.282612305,6-30,1
9.877060547,0.045505371,0.450263672,6-30,1
9.855505371,0.086220703,0.657432861,6-30,1
9.875863037,0.076640625,0.398770752,6-30,1
9.842332764,0.134121094,0.593964844,6-30,1
10.05309448,0.095800781,0.226329346,6-30,1
9.898615723,0.047900391,0.334105225,6-30,1
9.818382568,0.146096191,0.645457764,6-30,1
10.05309448,0.041912842,-0.027542725,6-30,1
10.12734009,0.10178833,0.062270508,6-30,1
10.00758911,0.123343506,-0.009580078,6-30,1
10.02914429,0.10298584,-0.067060547,6-30,1
9.956096191,0.068258057,-0.063468018,6-30,1
10.08542725,0.075443115,-0.178428955,6-30,1
9.892628174,0.011975098,0.3065625,6-30,1
10.07584717,0.075443115,-0.00119751,6-30,1
10.20398071,0.113763428,-0.156873779,6-30,1
10.08183472,0.062270508,-0.131726074,6-30,1
10.20877075,0.062270508,-0.083825684,6-30,1
10.1285376,0.017962646,-0.211959229,6-30,1
10.23511597,0.10418335,-0.188009033,6-30,1
10.00399658,0.142503662,0.324525146,6-30,1
10.09979736,0.129331055,-0.128133545,6-30,1
9.959688721,0.064665527,0.294587402,6-30,1
9.746531982,0.122145996,0.529299316,6-30,1
9.924960938,0.160466309,0.380808105,6-30,1
10.02435425,0.059875488,0.160466309,6-30,1
9.724976807,0.077838135,0.617915039,6-30,1
10.19559814,0.093405762,-0.021555176,6-30,1
9.898615723,0.083825684,0.033530273,6-30,1
9.953701172,0.141306152,0.639470215,6-30,1
10.05309448,0.132923584,-0.055085449,6-30,1
10.04950195,0.061072998,-0.088615723,6-30,1
10.06147705,0.073048096,0.209564209,6-30,1
9.857900391,0.091010742,0.638272705,6-30,1
10.2027832,0.065863037,-0.070653076,6-30,1
9.819580078,0.15208374,0.711320801,6-30,1
10.07464966,0.096998291,0.235909424,6-30,1
10.01477417,0.082628174,-0.087418213,6-30,1
9.948911133,0.039517822,0.275427246,6-30,1
10.14290771,0.075443115,-0.196391602,6-30,1
10.07105713,0.044307861,0.082628174,6-30,1
10.22074585,0.070653076,0.005987549,6-30,1
9.793234863,0.077838135,0.605939941,6-30,1
9.662706299,0.062270508,0.646655273,6-30,1
10.13452515,0.011975098,-0.124541016,6-30,1
10.19080811,0.059875488,0.021555176,6-30,1
10.19919067,0.099393311,-0.114960938,6-30,1
10.0435144,0.108973389,0.237106934,6-30,1
9.844727783,0.074245605,0.40954834,6-30,1
10.00160156,0.083825684,0.319735107,6-30,1
10.14650024,0.089813232,-0.161663818,6-30,1
10.08542725,0.10418335,0.095800781,6-30,1
9.799222412,0.088615723,0.623902588,6-30,1
10.2027832,0.083825684,-0.058677979,6-30,1
10.12734009,0.106578369,0.0490979,6-30,1
9.786049805,0.023950195,0.778381348,6-30,1
10.07464966,0.034727783,-0.113763428,6-30,1
10.02315674,0.087418213,-0.0490979,6-30,1
9.890233154,0.068258057,0.689765625,6-30,1
10.21954834,0.059875488,-0.148491211,6-30,1
10.12135254,0.077838135,0.017962646,6-30,1
9.849517822,0.068258057,0.520916748,6-30,1
10.11895752,0.092208252,-0.210761719,6-30,1
9.892628174,0.120948486,0.328117676,6-30,1
10.00758911,0.080233154,-0.110170898,6-30,1
10.14889526,0.067060547,-0.040715332,6-30,1
10.02435425,0.082628174,0.061072998,6-30,1
