x,y,z,time,label
9.86029541,0.028740234,0.597557373,6-30,2
10.08662476,0.095800781,0.40715332,6-30,2
10.02794678,0.005987549,0.392783203,6-30,2
9.877060547,0.035925293,0.524509277,6-30,2
10.13093262,0.05029541,0.207169189,6-30,2
9.982441406,0.05029541,0.322130127,6-30,2
9.984836426,0.058677979,0.518521729,6-30,2
10.04471191,0.058677979,0.261057129,6-30,2
9.941726074,0.009580078,0.373623047,6-30,2
9.824370117,0.094603271,0.596359863,6-30,2
9.880653076,0.059875488,0.474213867,6-30,2
9.999206543,0.081430664,0.364042969,6-30,2
9.938133545,0.031135254,0.415535889,6-30,2
9.998009033,0.057480469,0.341290283,6-30,2
10.00399658,0.05149292,0.441881104,6-30,2
10.00160156,0.056282959,0.546064453,6-30,2
9.854307861,0.015567627,0.431103516,6-30,2
10.05189697,0.062270508,0.344882813,6-30,2
10.03752686,0.021555176,0.341290283,6-30,2
9.995614014,0.094603271,0.209564209,6-30,2
9.986033936,0.074245605,0.489781494,6-30,2
10.02076172,0.041912842,0.342487793,6-30,2
10.03513184,0.022752686,0.238304443,6-30,2
9.948911133,0.071850586,0.420325928,6-30,2
10.08183472,0.029937744,0.311352539,6-30,2
10.02435425,-0.016765137,0.338895264,6-30,2
10.00878662,0.017962646,0.446671143,6-30,2
9.91418335,0.094603271,0.441881104,6-30,2
10.00878662,0.059875488,0.361647949,6-30,2
9.873468018,0.073048096,0.549656982,6-30,2
9.836345215,0.034727783,0.446671143,6-30,2
9.869875488,0.099393311,0.445473633,6-30,2
9.978848877,0.045505371,0.552052002,6-30,2
9.986033936,0.020357666,0.393980713,6-30,2
9.993218994,0.079035645,0.338895264,6-30,2
9.921368408,0.007185059,0.61192749,6-30,2
10.0554895,0.015567627,0.35805542,6-30,2
10.03632935,0.047900391,0.362845459,6-30,2
9.86149292,0.035925293,0.565224609,6-30,2
9.96208374,0.039517822,0.337697754,6-30,2
9.959688721,0.038320313,0.317340088,6-30,2
9.909393311,0.10298584,0.534089355,6-30,2
10.04950195,0.045505371,0.362845459,6-30,2
10.00998413,-0.015567627,0.317340088,6-30,2
9.959688721,-0.009580078,0.572409668,6-30,2
10.1045874,0.05269043,0.245489502,6-30,2
9.995614014,0.020357666,0.379610596,6-30,2
9.96447876,0.029937744,0.5640271,6-30,2
9.976453857,0.093405762,0.354462891,6-30,2
9.999206543,0.059875488,0.35685791,6-30,2
9.821975098,0.045505371,0.51253418,6-30,2
9.917775879,0.063468018,0.35685791,6-30,2
9.96328125,-0.00239502,0.464633789,6-30,2
10.02435425,0.05269043,0.451461182,6-30,2
9.920170898,0.043110352,0.377215576,6-30,2
10.02195923,0.044307861,0.405955811,6-30,2
10.04111938,0.041912842,0.267044678,6-30,2
9.953701172,0.064665527,0.324525146,6-30,2
9.942923584,0.075443115,0.687370605,6-30,2
10.00399658,0.074245605,0.233514404,6-30,2
9.927355957,0.089813232,0.35925293,6-30,2
9.877060547,0.035925293,0.698148193,6-30,2
10.05309448,0.065863037,0.183218994,6-30,2
9.998009033,0.033530273,0.390388184,6-30,2
9.839937744,0.087418213,0.570014648,6-30,2
9.980046387,0.069455566,0.349672852,6-30,2
9.951306152,0.075443115,0.319735107,6-30,2
9.91059082,0.026345215,0.570014648,6-30,2
9.998009033,0.039517822,0.361647949,6-30,2
9.933343506,-0.027542725,0.425115967,6-30,2
9.837542725,-0.003592529,0.605939941,6-30,2
9.8590979,0.057480469,0.433498535,6-30,2
9.977651367,0.057480469,0.373623047,6-30,2
9.909393311,0.079035645,0.440683594,6-30,2
9.909393311,0.039517822,0.337697754,6-30,2
9.795629883,0.053887939,0.627495117,6-30,2
10.00878662,0.044307861,0.268242188,6-30,2
9.947713623,-0.00119751,0.289797363,6-30,2
9.874665527,0.076640625,0.51253418,6-30,2
9.916578369,0.017962646,0.532891846,6-30,2
9.998009033,0.047900391,0.336500244,6-30,2
9.906998291,0.064665527,0.550854492,6-30,2
10.06387207,0.040715332,0.226329346,6-30,2
10.00160156,0.056282959,0.30416748,6-30,2
9.988428955,0.019160156,0.441881104,6-30,2
9.934541016,0.05269043,0.3556604,6-30,2
10.07464966,0.046702881,0.384400635,6-30,2
9.988428955,0.021555176,0.51013916,6-30,2
9.980046387,-0.021555176,0.350870361,6-30,2
9.96567627,0.044307861,0.349672852,6-30,2
9.982441406,0.047900391,0.494571533,6-30,2
9.851912842,0.044307861,0.385598145,6-30,2
9.855505371,0.063468018,0.377215576,6-30,2
9.952503662,-0.005987549,0.223934326,6-30,2
10.02914429,-0.005987549,0.318537598,6-30,2
10.02315674,0.075443115,0.30536499,6-30,2
10.00160156,0.013172607,0.290994873,6-30,2
10.0674646,0.089813232,0.437091064,6-30,2
9.748927002,0.085023193,0.649050293,6-30,2
10.00758911,0.0490979,0.262254639,6-30,2
9.891430664,0.068258057,0.632285156,6-30,2
9.942923584,0.092208252,0.397573242,6-30,2
9.96447876,0.086220703,0.376018066,6-30,2
9.975256348,0.069455566,0.483793945,6-30,2
9.990823975,0.021555176,0.532891846,6-30,2
9.922565918,0.062270508,0.464633789,6-30,2
9.959688721,0.075443115,0.326920166,6-30,2
9.929750977,0.043110352,0.322130127,6-30,2
9.924960938,0.05149292,0.338895264,6-30,2
9.796827393,0.045505371,0.658630371,6-30,2
9.975256348,0.081430664,0.352067871,6-30,2
10.0794397,0.026345215,0.265847168,6-30,2
9.918973389,0.041912842,0.404758301,6-30,2
9.885443115,0.098195801,0.349672852,6-30,2
9.930948486,0.10298584,0.332907715,6-30,2
10.05429199,0.067060547,0.322130127,6-30,2
10.0554895,0.044307861,0.324525146,6-30,2
10.0183667,0.043110352,0.402363281,6-30,2
9.983638916,0.019160156,0.311352539,6-30,2
9.890233154,0.053887939,0.416733398,6-30,2
10.05788452,0.031135254,0.335302734,6-30,2
9.970466309,0.056282959,0.385598145,6-30,2
9.989626465,0.075443115,0.323327637,6-30,2
9.934541016,0.088615723,0.390388184,6-30,2
10.1656604,0.055085449,0.261057129,6-30,2
10.08063721,0.081430664,0.244291992,6-30,2
10.02315674,0.008382568,0.343685303,6-30,2
9.848320313,0.037122803,0.625100098,6-30,2
10.0303418,0.113763428,0.258662109,6-30,2
10.01716919,0.020357666,0.217946777,6-30,2
9.976453857,0.091010742,0.251477051,6-30,2
9.901010742,0.057480469,0.437091064,6-30,2
10.03992188,0.014370117,0.319735107,6-30,2
10.02674927,0.037122803,0.35925293,6-30,2
10.01597168,0.082628174,0.288599854,6-30,2
10.00758911,0.015567627,0.364042969,6-30,2
10.01956421,0.027542725,0.440683594,6-30,2
10.00519409,0.046702881,0.387993164,6-30,2
9.968071289,0.023950195,0.368833008,6-30,2
9.831555176,0.074245605,0.546064453,6-30,2
9.841135254,0.038320313,0.46104126,6-30,2
9.984836426,0.061072998,0.382005615,6-30,2
9.904603271,0.076640625,0.526904297,6-30,2
9.865085449,0.082628174,0.638272705,6-30,2
9.877060547,0.099393311,0.542471924,6-30,2
9.881850586,0.067060547,0.496966553,6-30,2
9.850715332,0.029937744,0.541274414,6-30,2
10.02315674,0.059875488,0.281414795,6-30,2
9.899813232,0.058677979,0.723295898,6-30,2
9.948911133,0.10178833,0.362845459,6-30,2
9.974058838,0.093405762,0.302969971,6-30,2
9.969268799,0.105380859,0.302969971,6-30,2
10.06387207,0.028740234,0.289797363,6-30,2
9.941726074,0.062270508,0.591569824,6-30,2
9.933343506,0.045505371,0.384400635,6-30,2
10.04590942,0.069455566,0.282612305,6-30,2
9.978848877,0.031135254,0.342487793,6-30,2
10.06267456,0.045505371,0.354462891,6-30,2
9.954898682,0.057480469,0.405955811,6-30,2
10.05908203,0.009580078,0.295784912,6-30,2
9.998009033,0.038320313,0.341290283,6-30,2
9.865085449,0.044307861,0.586779785,6-30,2
9.91298584,0.020357666,0.470621338,6-30,2
9.917775879,0.046702881,0.496966553,6-30,2
9.922565918,0.092208252,0.507744141,6-30,2
10.01118164,0.029937744,0.258662109,6-30,2
9.983638916,0.063468018,0.295784912,6-30,2
9.917775879,0.055085449,0.325722656,6-30,2
9.957293701,0.092208252,0.294587402,6-30,2
9.845925293,0.070653076,0.632285156,6-30,2
10.07345215,0.057480469,0.247884521,6-30,2
10.00279907,0.055085449,0.444276123,6-30,2
9.884245605,0.021555176,0.617915039,6-30,2
9.826765137,0.028740234,0.619112549,6-30,2
10.15248779,0.047900391,0.250279541,6-30,2
9.953701172,0.069455566,0.244291992,6-30,2
10.12494507,0.071850586,0.353265381,6-30,2
9.976453857,0.039517822,0.373623047,6-30,2
9.966873779,0.067060547,0.484991455,6-30,2
10.0183667,0.038320313,0.226329346,6-30,2
9.976453857,0.056282959,0.219144287,6-30,2
10.05189697,0.065863037,0.384400635,6-30,2
10.04830444,0.023950195,0.30416748,6-30,2
9.946516113,0.007185059,0.3556604,6-30,2
9.920170898,0.023950195,0.456251221,6-30,2
10.03393433,0.091010742,0.347277832,6-30,2
9.944121094,0.044307861,0.399968262,6-30,2
9.978848877,0.064665527,0.496966553,6-30,2
9.974058838,0.029937744,0.245489502,6-30,2
10.01118164,0.037122803,0.367635498,6-30,2
10.00399658,0.025147705,0.341290283,6-30,2
10.05309448,0.041912842,0.387993164,6-30,2
10.06626709,0.058677979,0.395178223,6-30,2
9.796827393,0.062270508,0.576002197,6-30,2
9.930948486,0.114960938,0.426313477,6-30,2
10.0063916,0.019160156,0.528101807,6-30,2
10.01477417,0.082628174,0.469423828,6-30,2
10.0303418,0.045505371,0.441881104,6-30,2
9.8590979,0.038320313,0.711320801,6-30,2
9.96208374,0.105380859,0.30776001,6-30,2
10.00758911,-0.015567627,0.314945068,6-30,2
10.10698242,0.057480469,0.372425537,6-30,2
10.02076172,0.05149292,0.470621338,6-30,2
9.924960938,0.041912842,0.391585693,6-30,2
10.03393433,0.065863037,0.288599854,6-30,2
9.903405762,0.056282959,0.56043457,6-30,2
9.996811523,0.039517822,0.401165771,6-30,2
10.00040405,0.068258057,0.310155029,6-30,2
10.03752686,0.046702881,0.328117676,6-30,2
9.909393311,0.085023193,0.525706787,6-30,2
9.970466309,0.059875488,0.349672852,6-30,2
9.944121094,0.074245605,0.300574951,6-30,2
9.957293701,0.10178833,0.312550049,6-30,2
10.08901978,0.033530273,0.334105225,6-30,2
9.993218994,0.039517822,0.368833008,6-30,2
9.968071289,0.033530273,0.432301025,6-30,2
10.06147705,0.056282959,0.301772461,6-30,2
9.91059082,0.065863037,0.346080322,6-30,2
9.970466309,0.035925293,0.285007324,6-30,2
9.872270508,0.087418213,0.671802979,6-30,2
9.992021484,0.021555176,0.384400635,6-30,2
9.905800781,0.025147705,0.603544922,6-30,2
10.13931519,0.096998291,0.232316895,6-30,2
9.998009033,0.070653076,0.411943359,6-30,2
10.03153931,0.017962646,0.310155029,6-30,2
10.02435425,-0.044307861,0.330512695,6-30,2
10.0303418,-0.009580078,0.392783203,6-30,2
9.935738525,0.047900391,0.383203125,6-30,2
10.04830444,0.00119751,0.402363281,6-30,2
10.02794678,0.05149292,0.285007324,6-30,2
9.993218994,0.069455566,0.338895264,6-30,2
9.881850586,0.062270508,0.526904297,6-30,2
9.996811523,0.029937744,0.452658691,6-30,2
9.988428955,0.086220703,0.30416748,6-30,2
10.03992188,0.011975098,0.438288574,6-30,2
9.946516113,0.057480469,0.352067871,6-30,2
10.04830444,0.0490979,0.313747559,6-30,2
9.904603271,0.065863037,0.498164063,6-30,2
9.954898682,0.081430664,0.392783203,6-30,2
9.830357666,0.028740234,0.567619629,6-30,2
9.983638916,0.038320313,0.25506958,6-30,2
9.884245605,0.003592529,0.566422119,6-30,2
9.939331055,0.0,0.35685791,6-30,2
9.915380859,0.015567627,0.583187256,6-30,2
9.932145996,0.039517822,0.425115967,6-30,2
9.947713623,0.033530273,0.298179932,6-30,2
9.825567627,0.045505371,0.546064453,6-30,2
9.898615723,0.056282959,0.581989746,6-30,2
9.921368408,0.004790039,0.552052002,6-30,2
10.00279907,0.010777588,0.30776001,6-30,2
9.898615723,0.015567627,0.565224609,6-30,2
9.942923584,0.046702881,0.30536499,6-30,2
9.866282959,0.019160156,0.652642822,6-30,2
10.0674646,0.014370117,0.342487793,6-30,2
9.932145996,0.045505371,0.300574951,6-30,2
9.903405762,0.055085449,0.592767334,6-30,2
9.915380859,0.088615723,0.40954834,6-30,2
9.845925293,0.114960938,0.591569824,6-30,2
9.941726074,0.062270508,0.346080322,6-30,2
9.856702881,0.068258057,0.604742432,6-30,2
9.969268799,0.073048096,0.286204834,6-30,2
10.02914429,0.035925293,0.346080322,6-30,2
9.940528564,0.023950195,0.504151611,6-30,2
9.954898682,0.043110352,0.492176514,6-30,2
9.922565918,0.016765137,0.347277832,6-30,2
10.18122803,0.025147705,0.250279541,6-30,2
10.0794397,0.081430664,0.397573242,6-30,2
10.02914429,0.029937744,0.429906006,6-30,2
10.14530273,0.05269043,0.231119385,6-30,2
9.981243896,0.092208252,0.416733398,6-30,2
9.96567627,0.032332764,0.382005615,6-30,2
10.02674927,0.10178833,0.403560791,6-30,2
10.00040405,0.011975098,0.354462891,6-30,2
9.932145996,0.023950195,0.592767334,6-30,2
9.975256348,0.017962646,0.398770752,6-30,2
9.966873779,0.040715332,0.324525146,6-30,2
9.996811523,0.010777588,0.211959229,6-30,2
9.934541016,0.038320313,0.649050293,6-30,2
9.974058838,0.062270508,0.346080322,6-30,2
9.96567627,0.070653076,0.537681885,6-30,2
9.947713623,0.063468018,0.281414795,6-30,2
9.941726074,0.061072998,0.578397217,6-30,2
10.03752686,0.094603271,0.330512695,6-30,2
9.825567627,0.099393311,0.570014648,6-30,2
9.999206543,0.068258057,0.427510986,6-30,2
10.04111938,0.073048096,0.35925293,6-30,2
9.970466309,0.015567627,0.413140869,6-30,2
9.892628174,0.070653076,0.50894165,6-30,2
9.998009033,0.05149292,0.382005615,6-30,2
9.958491211,0.065863037,0.40715332,6-30,2
9.980046387,0.065863037,0.296982422,6-30,2
10.02674927,0.063468018,0.376018066,6-30,2
9.874665527,0.039517822,0.489781494,6-30,2
9.798024902,0.0490979,0.655037842,6-30,2
9.884245605,0.010777588,0.583187256,6-30,2
9.922565918,0.039517822,0.504151611,6-30,2
10.01118164,0.058677979,0.368833008,6-30,2
9.966873779,0.047900391,0.390388184,6-30,2
9.999206543,0.047900391,0.477806396,6-30,2
10.00998413,0.040715332,0.285007324,6-30,2
9.891430664,0.033530273,0.447868652,6-30,2
10.07345215,0.026345215,0.238304443,6-30,2
9.978848877,0.037122803,0.385598145,6-30,2
9.96088623,0.035925293,0.451461182,6-30,2
9.972861328,0.031135254,0.3556604,6-30,2
10.09500732,0.020357666,0.296982422,6-30,2
9.96567627,0.037122803,0.389190674,6-30,2
10.01477417,0.058677979,0.332907715,6-30,2
10.05668701,0.013172607,0.243094482,6-30,2
9.96208374,0.071850586,0.326920166,6-30,2
9.887838135,0.003592529,0.674197998,6-30,2
10.03513184,0.083825684,0.432301025,6-30,2
10.07584717,0.092208252,0.247884521,6-30,2
9.986033936,0.007185059,0.325722656,6-30,2
10.01716919,-0.004790039,0.290994873,6-30,2
10.02674927,0.023950195,0.349672852,6-30,2
9.959688721,0.044307861,0.40954834,6-30,2
10.05429199,0.080233154,0.318537598,6-30,2
9.975256348,0.081430664,0.395178223,6-30,2
9.982441406,0.046702881,0.41074585,6-30,2
10.03273682,0.028740234,0.40835083,6-30,2
10.02555176,0.057480469,0.371228027,6-30,2
9.923763428,0.055085449,0.402363281,6-30,2
9.96088623,0.099393311,0.337697754,6-30,2
9.932145996,0.071850586,0.374820557,6-30,2
9.934541016,0.039517822,0.378413086,6-30,2
10.05668701,0.0490979,0.263452148,6-30,2
10.01716919,0.055085449,0.367635498,6-30,2
10.00160156,0.064665527,0.338895264,6-30,2
9.886640625,0.063468018,0.646655273,6-30,2
9.851912842,0.071850586,0.56282959,6-30,2
9.975256348,0.017962646,0.262254639,6-30,2
10.06985962,0.034727783,0.295784912,6-30,2
10.05069946,0.055085449,0.332907715,6-30,2
10.07584717,0.014370117,0.411943359,6-30,2
10.08183472,-0.031135254,0.393980713,6-30,2
9.935738525,0.096998291,0.219144287,6-30,2
10.03153931,0.027542725,0.337697754,6-30,2
10.00758911,0.063468018,0.328117676,6-30,2
10.01477417,0.020357666,0.414338379,6-30,2
10.14769775,0.076640625,0.225131836,6-30,2
10.08422974,0.096998291,0.262254639,6-30,2
10.02195923,0.062270508,0.267044678,6-30,2
10.03153931,0.023950195,0.352067871,6-30,2
10.00878662,0.003592529,0.371228027,6-30,2
9.906998291,0.053887939,0.378413086,6-30,2
9.865085449,0.045505371,0.547261963,6-30,2
10.01956421,0.057480469,0.279019775,6-30,2
9.984836426,0.059875488,0.251477051,6-30,2
9.878258057,0.059875488,0.470621338,6-30,2
10.02555176,0.005987549,0.413140869,6-30,2
9.96567627,0.053887939,0.348475342,6-30,2
9.993218994,0.070653076,0.316142578,6-30,2
9.927355957,0.039517822,0.452658691,6-30,2
9.91178833,0.062270508,0.435893555,6-30,2
9.850715332,0.094603271,0.596359863,6-30,2
9.91298584,0.086220703,0.603544922,6-30,2
9.869875488,0.070653076,0.5640271,6-30,2
9.884245605,0.075443115,0.484991455,6-30,2
9.930948486,0.017962646,0.41074585,6-30,2
9.974058838,0.056282959,0.571212158,6-30,2
9.921368408,0.05029541,0.579594727,6-30,2
10.09141479,0.035925293,0.354462891,6-30,2
9.922565918,0.05269043,0.317340088,6-30,2
9.890233154,0.044307861,0.349672852,6-30,2
9.855505371,0.062270508,0.397573242,6-30,2
9.869875488,0.05149292,0.360450439,6-30,2
9.898615723,0.067060547,0.326920166,6-30,2
9.905800781,0.056282959,0.366437988,6-30,2
9.952503662,0.056282959,0.35925293,6-30,2
9.927355957,0.017962646,0.523311768,6-30,2
10.00399658,0.070653076,0.285007324,6-30,2
10.06027954,0.031135254,0.250279541,6-30,2
10.08303223,0.068258057,0.288599854,6-30,2
9.848320313,0.068258057,0.576002197,6-30,2
9.896220703,0.045505371,0.402363281,6-30,2
9.848320313,0.093405762,0.565224609,6-30,2
10.02315674,0.074245605,0.310155029,6-30,2
9.871072998,0.019160156,0.484991455,6-30,2
9.869875488,0.05269043,0.596359863,6-30,2
9.96567627,0.020357666,0.336500244,6-30,2
9.930948486,0.114960938,0.547261963,6-30,2
9.996811523,0.088615723,0.401165771,6-30,2
10.01357666,0.00239502,0.443078613,6-30,2
10.05189697,-0.015567627,0.222736816,6-30,2
9.977651367,0.011975098,0.328117676,6-30,2
9.890233154,0.023950195,0.456251221,6-30,2
10.03393433,0.055085449,0.397573242,6-30,2
9.799222412,0.065863037,0.608334961,6-30,2
10.03992188,0.058677979,0.215551758,6-30,2
10.06387207,0.069455566,0.391585693,6-30,2
9.936936035,0.062270508,0.40715332,6-30,2
9.987231445,0.046702881,0.362845459,6-30,2
9.836345215,0.070653076,0.553249512,6-30,2
10.00758911,0.065863037,0.288599854,6-30,2
9.947713623,0.091010742,0.330512695,6-30,2
9.926158447,0.041912842,0.565224609,6-30,2
10.00160156,0.068258057,0.382005615,6-30,2
9.994416504,0.058677979,0.450263672,6-30,2
9.850715332,0.055085449,0.518521729,6-30,2
9.883048096,0.008382568,0.425115967,6-30,2
9.96328125,0.015567627,0.498164063,6-30,2
9.890233154,0.076640625,0.501756592,6-30,2
9.976453857,0.080233154,0.379610596,6-30,2
9.946516113,0.031135254,0.50894165,6-30,2
9.873468018,0.035925293,0.596359863,6-30,2
9.969268799,0.027542725,0.366437988,6-30,2
10.04950195,0.017962646,0.276624756,6-30,2
9.958491211,0.093405762,0.532891846,6-30,2
9.959688721,0.016765137,0.292192383,6-30,2
9.948911133,0.074245605,0.373623047,6-30,2
9.957293701,0.10059082,0.391585693,6-30,2
9.988428955,0.0490979,0.334105225,6-30,2
9.915380859,0.017962646,0.578397217,6-30,2
9.953701172,0.120948486,0.326920166,6-30,2
9.953701172,-0.031135254,0.492176514,6-30,2
9.96567627,0.0490979,0.419128418,6-30,2
9.996811523,0.055085449,0.481398926,6-30,2
9.993218994,0.069455566,0.484991455,6-30,2
9.933343506,0.061072998,0.51253418,6-30,2
9.956096191,0.040715332,0.486188965,6-30,2
10.0435144,0.095800781,0.386795654,6-30,2
9.871072998,0.077838135,0.597557373,6-30,2
9.939331055,0.086220703,0.281414795,6-30,2
10.04111938,0.046702881,0.330512695,6-30,2
10.02076172,0.023950195,0.398770752,6-30,2
9.981243896,0.063468018,0.530496826,6-30,2
10.09620483,0.082628174,0.238304443,6-30,2
10.04830444,0.041912842,0.313747559,6-30,2
9.998009033,0.028740234,0.524509277,6-30,2
9.950108643,0.047900391,0.287402344,6-30,2
9.96447876,0.075443115,0.372425537,6-30,2
9.987231445,0.004790039,0.518521729,6-30,2
10.04231689,0.082628174,0.228724365,6-30,2
9.992021484,0.068258057,0.370030518,6-30,2
9.91178833,0.081430664,0.335302734,6-30,2
9.990823975,0.057480469,0.421523438,6-30,2
10.08901978,-0.005987549,0.340092773,6-30,2
10.05788452,0.031135254,0.338895264,6-30,2
10.00040405,0.047900391,0.499361572,6-30,2
10.03513184,0.134121094,0.311352539,6-30,2
9.932145996,0.05149292,0.367635498,6-30,2
10.06985962,0.033530273,0.354462891,6-30,2
9.86269043,0.070653076,0.433498535,6-30,2
9.829160156,0.070653076,0.710123291,6-30,2
9.966873779,0.016765137,0.318537598,6-30,2
9.887838135,0.005987549,0.437091064,6-30,2
9.903405762,0.058677979,0.502954102,6-30,2
9.934541016,0.056282959,0.463436279,6-30,2
10.00519409,0.044307861,0.283809814,6-30,2
9.989626465,0.027542725,0.336500244,6-30,2
9.892628174,0.068258057,0.340092773,6-30,2
9.867480469,0.040715332,0.639470215,6-30,2
9.957293701,0.043110352,0.283809814,6-30,2
10.0183667,0.027542725,0.293389893,6-30,2
10.00040405,0.046702881,0.445473633,6-30,2
9.934541016,0.088615723,0.489781494,6-30,2
9.936936035,0.085023193,0.567619629,6-30,2
9.928553467,0.015567627,0.402363281,6-30,2
9.892628174,0.031135254,0.586779785,6-30,2
9.990823975,0.070653076,0.277822266,6-30,2
10.06387207,0.015567627,0.352067871,6-30,2
9.904603271,0.005987549,0.51253418,6-30,2
9.956096191,0.047900391,0.548459473,6-30,2
9.993218994,0.070653076,0.347277832,6-30,2
10.03273682,0.029937744,0.341290283,6-30,2
10.03752686,0.0490979,0.392783203,6-30,2
9.922565918,0.038320313,0.404758301,6-30,2
9.824370117,0.062270508,0.646655273,6-30,2
9.91418335,0.035925293,0.603544922,6-30,2
9.887838135,0.044307861,0.441881104,6-30,2
10.04710693,0.0490979,0.340092773,6-30,2
10.00040405,0.034727783,0.347277832,6-30,2
10.02195923,0.044307861,0.294587402,6-30,2
9.856702881,0.029937744,0.635877686,6-30,2
9.977651367,0.044307861,0.535286865,6-30,2
9.884245605,0.05029541,0.45984375,6-30,2
10.00399658,0.067060547,0.179626465,6-30,2
10.03752686,0.039517822,0.268242188,6-30,2
9.832752686,0.011975098,0.489781494,6-30,2
9.821975098,0.067060547,0.524509277,6-30,2
9.948911133,0.033530273,0.35925293,6-30,2
9.96447876,0.135318604,0.320932617,6-30,2
9.934541016,0.043110352,0.625100098,6-30,2
9.825567627,0.069455566,0.554447021,6-30,2
9.915380859,0.040715332,0.46223877,6-30,2
10.02794678,-0.00119751,0.373623047,6-30,2
9.843530273,0.091010742,0.536484375,6-30,2
9.96208374,0.05029541,0.617915039,6-30,2
9.954898682,0.05029541,0.50894165,6-30,2
10.00279907,0.056282959,0.288599854,6-30,2
9.843530273,0.059875488,0.555644531,6-30,2
9.884245605,0.047900391,0.644260254,6-30,2
9.875863037,0.074245605,0.542471924,6-30,2
9.855505371,0.037122803,0.635877686,6-30,2
10.02076172,0.080233154,0.366437988,6-30,2
10.09859985,0.058677979,0.324525146,6-30,2
9.927355957,0.038320313,0.540076904,6-30,2
9.924960938,0.040715332,0.398770752,6-30,2
10.03273682,0.022752686,0.30776001,6-30,2
10.05309448,0.040715332,0.379610596,6-30,2
9.96208374,0.055085449,0.411943359,6-30,2
9.927355957,0.087418213,0.367635498,6-30,2
9.971663818,0.014370117,0.328117676,6-30,2
9.992021484,0.037122803,0.331710205,6-30,2
10.02794678,0.046702881,0.413140869,6-30,2
9.948911133,0.045505371,0.380808105,6-30,2
9.942923584,0.045505371,0.597557373,6-30,2
9.868677979,0.080233154,0.576002197,6-30,2
9.915380859,0.089813232,0.56163208,6-30,2
9.871072998,0.089813232,0.532891846,6-30,2
9.932145996,0.063468018,0.360450439,6-30,2
9.920170898,0.077838135,0.373623047,6-30,2
9.992021484,0.037122803,0.341290283,6-30,2
9.891430664,0.053887939,0.538879395,6-30,2
9.988428955,0.079035645,0.247884521,6-30,2
10.01597168,0.05029541,0.393980713,6-30,2
9.984836426,0.014370117,0.320932617,6-30,2
9.971663818,0.058677979,0.301772461,6-30,2
10.01357666,0.014370117,0.378413086,6-30,2
9.990823975,0.067060547,0.300574951,6-30,2
9.966873779,0.046702881,0.426313477,6-30,2
9.956096191,0.019160156,0.311352539,6-30,2
10.01716919,0.092208252,0.302969971,6-30,2
10.09500732,0.028740234,0.338895264,6-30,2
10.08901978,0.008382568,0.368833008,6-30,2
9.96447876,0.041912842,0.347277832,6-30,2
9.897418213,0.0490979,0.335302734,6-30,2
9.96088623,0.082628174,0.380808105,6-30,2
9.948911133,0.080233154,0.379610596,6-30,2
9.984836426,0.035925293,0.366437988,6-30,2
9.971663818,0.061072998,0.340092773,6-30,2
9.953701172,0.055085449,0.390388184,6-30,2
9.869875488,0.119750977,0.346080322,6-30,2
10.0063916,0.064665527,0.3556604,6-30,2
10.07105713,0.046702881,0.302969971,6-30,2
9.957293701,0.037122803,0.350870361,6-30,2
9.942923584,0.010777588,0.556842041,6-30,2
9.819580078,0.05269043,0.61072998,6-30,2
9.988428955,0.027542725,0.354462891,6-30,2
9.968071289,0.011975098,0.317340088,6-30,2
9.944121094,0.086220703,0.479003906,6-30,2
9.969268799,0.029937744,0.329315186,6-30,2
9.86149292,0.073048096,0.51133667,6-30,2
9.847122803,0.05029541,0.625100098,6-30,2
9.91178833,0.033530273,0.477806396,6-30,2
9.954898682,0.013172607,0.393980713,6-30,2
9.920170898,0.062270508,0.338895264,6-30,2
9.893825684,0.058677979,0.577199707,6-30,2
10.05069946,0.019160156,0.332907715,6-30,2
9.928553467,0.059875488,0.280217285,6-30,2
10.04471191,0.034727783,0.341290283,6-30,2
9.940528564,0.05029541,0.445473633,6-30,2
9.908195801,0.075443115,0.450263672,6-30,2
10.00160156,0.058677979,0.3065625,6-30,2
9.974058838,0.047900391,0.35805542,6-30,2
9.909393311,0.053887939,0.501756592,6-30,2
9.96208374,0.058677979,0.251477051,6-30,2
9.978848877,0.093405762,0.222736816,6-30,2
9.984836426,0.074245605,0.387993164,6-30,2
9.923763428,0.05029541,0.434696045,6-30,2
10.02435425,0.064665527,0.343685303,6-30,2
10.03872437,-0.014370117,0.250279541,6-30,2
10.00040405,0.014370117,0.283809814,6-30,2
9.857900391,0.003592529,0.589174805,6-30,2
10.03632935,0.070653076,0.217946777,6-30,2
10.02076172,0.046702881,0.334105225,6-30,2
9.838740234,0.079035645,0.558039551,6-30,2
9.921368408,0.039517822,0.520916748,6-30,2
10.02794678,0.075443115,0.367635498,6-30,2
10.01716919,0.003592529,0.35685791,6-30,2
10.04950195,0.063468018,0.317340088,6-30,2
9.875863037,0.068258057,0.498164063,6-30,2
9.91059082,0.10418335,0.467028809,6-30,2
9.972861328,0.075443115,0.343685303,6-30,2
9.878258057,0.059875488,0.51133667,6-30,2
9.96328125,0.053887939,0.383203125,6-30,2
9.947713623,0.016765137,0.389190674,6-30,2
10.06506958,0.063468018,0.341290283,6-30,2
9.842332764,0.034727783,0.558039551,6-30,2
9.993218994,0.057480469,0.288599854,6-30,2
9.883048096,-0.011975098,0.544866943,6-30,2
